round,pickRound,pickNumber,PickValue,MlbRank,SigningBonus,MlbID,PlayerFirst,PlayerLast,UseName,MiddleName,BirthDate,PrimaryPosition,HomeCity,HomeState,HomeCountry,BirthCity,BirthState,BirthCountry,SchoolName,SchoolClass,SchoolCountry,SchoolState,Height,Weight,BatSide,PitchSide,DraftedTeam,MlbVideo,MlbBlurb
8,2,229,"$184,700.00",,$0.00,669283,Andrew,Parrish,Drew,Patrick,1997-12-08,P,TALLAHASSEE,Florida,USA,Cape Canaveral,FL,USA,Florida State,4YR JR,USA,FL,71,200,L,L,Kansas City Royals,,
8,3,230,"$183,700.00",,$0.00,675625,Ivan,Gonzalez,Ivan,,1996-10-28,C,ROUND ROCK,Texas,USA,Round Rock,TX,USA,West Virginia,4YR SR,USA,WV,69,190,R,R,Chicago White Sox,,
8,4,231,"$182,300.00",,$0.00,687524,Tevin,Mitchell,Tevin,Lavey,1997-05-02,RF,CLOVIS,California,USA,Clovis,CA,USA,UC Santa Barbara,4YR SR,USA,CA,73,170,R,R,Miami Marlins,,
8,5,232,"$181,200.00",,$0.00,687958,Jack,Kenley,Jack,Springer,1997-10-08,SS,GERMANTOWN,Tennessee,USA,Germantown,TN,USA,Arkansas,4YR JR,USA,AR,72,185,L,R,Detroit Tigers,,"Kenley has grown into an impressive college second baseman at Arkansas, with a combination of speed and power. As the No. 5 ranked Razorbacks play in the NCAA Regionals, the 6-foot, 190-pound lefty-hitting junior is batting .316/.435/.561 with 12 home runs, eight stolen bases and a team-high four triples."
8,6,233,"$179,800.00",,$0.00,687782,Andrew,Mitchel,Andrew,Kevin,1996-11-04,P,SAN JOSE,California,USA,Austin,TX,USA,San Jose State,4YR SR,USA,CA,74,200,L,L,San Diego Padres,,
8,7,234,"$178,600.00",173,$0.00,670199,Quin,Cotton,Quin,Jordan,1998-03-31,CF,AURORA,Colorado,USA,Torrance,CA,USA,Grand Canyon University,4YR JR,USA,AZ,71,200,R,R,Cincinnati Reds,https://atmlb.com/2HHdY6Y,"Cotton played his high school ball at Colorado powerhouse Regis Jesuit and went on to play for Andy Stankiewicz at Grand Canyon. He earned Western Athletic Conference Player of the Year honors as a sophomore, then went on to hold his own in the Cape Cod League. While he hasn't been quite as impressive as a junior, he still brings an intriguing combination of skills and offensive track record to the Draft. Cotton lacks one truly loud tool, but can do a lot of little things to impact the game. He has a contact-oriented approach and rarely strikes out, though he doesn't draw a ton of walks, either. He'll show off raw power in batting practice, but it has yet to show up in games. A tick above-average as a runner, Cotton likely is a left fielder at the next level because of his below-average arm, but could fill in as a center fielder because of his excellent instincts. Grand Canyon has become a vastly improved program under Stankiewicz, one that annually churns out Draft talent. Cotton may profile best as a fourth outfielder when all is said and done, but he's a safe bet to become just the second hitter from the school to go in the top 10 rounds since Stankiewicz took over in 2012."
8,8,235,"$177,400.00",,$0.00,687397,John,Matthews,John,William,1998-01-21,P,KENT,Ohio,USA,Punxsutawney,PA,USA,Kent State,4YR JR,USA,OH,73,190,R,R,Texas Rangers,,
8,9,236,"$176,300.00",,$0.00,668873,Caleb,Kilian,Caleb,John,1997-06-02,P,AZLE,Texas,USA,Anaheim,CA,USA,Texas Tech,4YR JR,USA,TX,76,180,R,R,San Francisco Giants,,"After being selected by the Orioles in the 20th round of the 2018 Draft, Kilian returned for his junior season at Texas Tech and improved as the year progressed after struggling early in the campaign. The right-hander features a low 90s fastball that can reach 95 mph but lacks movement, an above-average but inconsistent slider, and an average changeup."
8,10,237,"$175,000.00",,$0.00,688023,Angel,Camacho,Angel,Luis,1997-06-13,3B,SAINT JOHNS,Florida,USA,Orlando,FL,USA,Jacksonville University,4YR SR,USA,FL,75,200,R,R,Toronto Blue Jays,,
8,11,238,"$174,000.00",,$0.00,686970,Connor,Wollersheim,Connor,Lewis,1997-05-18,P,NEENAH,Wisconsin,USA,Appleton,WI,USA,Kent State,4YR SR,USA,OH,74,205,L,L,New York Mets,,
8,12,239,"$173,000.00",,$0.00,668984,Casey,Legumina,Casey,Davey,1997-06-19,P,CHANDLER,Arizona,USA,Dallas,TX,USA,Gonzaga,4YR JR,USA,WA,74,195,R,R,Minnesota Twins,,
8,13,240,"$172,100.00",,$0.00,686492,Nathaniel,Fassnacht,Nate,George,1998-01-05,SS,Ephrata,Pennsylvania,USA,Ephrata,PA,USA,George Washington University,4YR JR,USA,DC,71,180,R,R,Philadelphia Phillies,,
8,14,241,"$171,200.00",185,$0.00,686599,Kyle,Brnovich,Kyle,Griffin,1997-10-20,P,ALPHARETTA,Georgia,USA,Cincinnati,OH,USA,Elon University,4YR JR,USA,NC,74,190,L,R,Los Angeles Angels,https://atmlb.com/2QuuQAM,"Brnovich has been a strikeout machine as an amateur. He topped Georgia high schoolers with 135 in 72 innings as a senior in 2016 and joins Rice's Matt Canterino as the only NCAA Division I pitchers to reach triple digits in whiffs in each of the last three seasons. He set an Elon record with 147 strikeouts in 105 innings as a sophomore in 2018, when he also pitched well in brief stints with the U.S. collegiate national team and in the Cape Cod League. Brnovich's success results primarily from a single pitch, an 82-85 knuckle-curve he can manipulate to have either deeper or more lateral break. It may be the best breaking ball in the college ranks. He has spent most of the spring working with an 88-91 mph fastball with some sink and run, though he reached 94 mph as a reliever with Team USA last summer, and he also has a changeup with some fade. He throws a lot of knuckle-curves and Brnovich figures to rely even more heavily on his breaking ball as a pro because he's almost certainly headed to the bullpen. Scouts don't love his delivery, which includes a short arm action, plenty of effort and some head whack, though it does help him hide the ball. He has battled the strike zone more than ever this spring and lacks fastball command."
8,15,242,"$170,300.00",144,$0.00,686527,Dominic,Canzone,Dominic,Gene,1997-08-16,RF,HUDSON,Ohio,USA,Cleveland,OH,USA,Ohio State,4YR JR,USA,OH,73,190,L,R,Arizona Diamondbacks,https://atmlb.com/2EHP19M,"Scouts don't like Canzone's left-handed swing but it's hard to argue with the results. He has produced at the plate for Ohio State for three straight seasons and tied Nick Swisher's school record by reaching base in 51 consecutive games this spring, a streak that was still active at the end of the regular season. Adding more power to his profile this year could help him become just the second Buckeyes position player to get picked in the top five rounds during the last decade. Canzone uses his hand-eye coordination and a disciplined approach to make hard contact to all fields. After struggling to drive the ball in the Cape Cod League last summer, he has become less spread out at the plate and has added some loft to what had been a flat stroke. He still features more strength than bat speed, but his 15 regular-season homers more than doubled his total from his first two years, and he added pop without compromising his ability to control the strike zone. A below-average runner out of the batter's box, Canzone is closer to average underway and shows some savvy on the bases. He's a decent defender with an average arm, albeit limited to left field. The team that drafts him will have to bank on his bat, which may be good enough to get him to the big leagues."
8,16,243,"$169,500.00",,$0.00,669918,Jeremy,Ydens,Jeremy,Phillip,1997-07-03,OF,Campbell,California,USA,Mountain View,CA,USA,UCLA,4YR JR,USA,CA,74,200,R,R,Washington Nationals,,
8,17,244,"$168,500.00",,$0.00,686762,Austin,Roberts,Austin,Tyler,1998-07-27,P,SACRAMENTO,California,USA,San Gabriel,CA,USA,Sacramento State,4YR JR,USA,CA,72,219,R,R,Pittsburgh Pirates,,
8,18,245,"$167,800.00",,$0.00,685401,Logan,Gragg,Logan,Scott,1998-08-08,P,LINCOLN,Arkansas,USA,Springdale,AR,USA,Oklahoma State,4YR JR,USA,OK,77,200,R,R,St. Louis Cardinals,,
8,19,246,"$167,000.00",186,$0.00,686654,Tyler,Adcock,Ty,Nathan McKenzie,1997-02-07,P,ELON,North Carolina,USA,Oxford,NC,USA,Elon University,4YR SR,USA,NC,72,213,R,R,Seattle Mariners,https://atmlb.com/2VSf3gc,"After having three pitchers selected in the first six rounds of the first 54 Drafts, Elon could have three go that high in June. Adcock didn't envision a future on the mound when he joined the Fighting Christians as a catcher, redshirting in his first season in 2016 and not pitching until two years later, when he logged a 6.94 ERA in 10 appearances. The redshirt junior has served as Elon's closer while also doubling as its starting right fielder this spring. Adcock deals at 93-97 mph with riding life on his four-seam fastball, and scouts believe he could push triple digits once he focuses solely on pitching in pro ball. He backs up his heat with a low-80s slider that shows signs of becoming a plus pitch. Some scouts have seen him flash a changeup but he rarely uses it in games. The effort in Adcock's high-three-quarters delivery limits him to coming out of the bullpen. His control has improved in his second season of pitching, yet it's still below average and he'll have to throw more strikes to succeed against more advanced hitters. Though he has a quick right-handed swing and some raw power, he doesn't make enough contact to entertain thoughts of remaining a two-way player at the next level."
8,20,247,"$166,100.00",162,$0.00,683740,Fredrick,DeVito,Ricky,Anthony,1998-08-21,P,STATEN ISLAND,New York,USA,Staten Island,NY,USA,Seton Hall,4YR JR,USA,NJ,75,195,S,R,Atlanta Braves,https://atmlb.com/2YUzgUA,"DeVito set the expectation bar pretty high as a sophomore at Seton Hall by winning Big East Pitcher of the Year honors. He raised it a bit more with a strong performance over the summer in the Cape Cod League. An inconsistent junior season has kept him from reaching that bar again this spring, making it a bit tougher to gauge when in the Draft he might get selected. A solid athlete with a good 6-foot-3 frame, DeVito has still shown glimpses of the three-pitch mix that had scouts excited for his junior year. He'll be up to 94 mph with his fastball consistently, sitting 91-92 mph more often than not. At times, when he gets good extension, he has good life on the pitch, at others, he's seen his fastball get barreled up. His breaking ball will occasionally flash above-average, but he has a tendency to collapse his front leg when he throws it. His go-to pitch has been his changeup, which he sells well and can throw with fade to both sides of the plate. DeVito's inconsistency with his delivery and release point has impacted his command as well, but he has shown a better ability to throw quality strikes in the past. For that reason, a team taking him in the top five or six rounds might send him out as a starter, but his stuff could play up in shorter stints out of the bullpen."
8,21,248,"$165,400.00",,$0.00,686249,Nathan,Wiles,Nathan,Daniel,1998-07-02,P,SPRING HILL,Kansas,USA,Overland Park,KS,USA,Oklahoma,4YR JR,USA,OK,76,228,R,R,Tampa Bay Rays,,"Wiles, a junior right-hander at Oklahoma, has a very polished delivery. He attacks the strike zone, consistently throwing three different pitches for strikes -- though the stuff itself doesn't necessarily jump off the page. Wiles' fastball sits in the upper-80's, and he also brings an average slider to the table."
8,22,249,"$164,700.00",184,$0.00,686783,Jacob,Kostyshock,Jacob,Gregory,1998-01-02,P,FAYETTEVILLE,Arkansas,USA,Dardenne Prairie,MO,USA,Arkansas,4YR JR,USA,AR,77,185,R,R,Colorado Rockies,https://atmlb.com/2YPqyGU,"Matt Cronin isn't the only Arkansas reliever who could go in the first five or six rounds in June. Kostyshock could join him early on day two of the Draft because he has succeeded as a setup man this spring after tallying just 19 2/3 innings in his first two seasons with the Razorbacks. He missed two weeks in April with elbow inflammation but returned to the mound with his stuff intact. Kostyshock's fastball has climbed from 86-89 mph his freshman season to 92-96 two years later, and there could be more velocity to come if he can add some muscle to his lanky 6-foot-4 frame. His long arms and three-quarters slot create deception and difficult angle on his heater, especially against right-handers. His mid-80s slider features lateral break and can be a plus pitch at times, though it also flattens out when he doesn't stay on top of it. Kostyshock opened the season in Arkansas' weekend rotation, but he made just one start and hasn't shown a changeup since settling in the bullpen. He's doing a better job of throwing strikes in 2019 but battles some inconsistency with his command. Still relatively undeveloped for a college junior at a major program, he has a ceiling of a setup man."
8,23,250,"$163,900.00",,$0.00,686823,William,Brennan,Will,Daniel,1998-02-02,CF,STILWELL,Kansas,USA,Colorado Springs,CO,USA,Kansas State,4YR JR,USA,KS,72,190,L,L,Cleveland Indians,,"A talented two-way player, Brennan is a slap hitter for a high average and rarely strikes out. He also possesses above-average speed on the basepaths and in center field. On the mound, Brennan reaches the low 90s and pairs it with a curveball with good depth from the left side."
8,24,251,"$163,400.00",,$0.00,669899,Ryan,Ward,Ryan,Joseph,1998-02-23,LF,GRAFTON,Massachusetts,USA,Worcester,MA,USA,Bryant University,4YR JR,USA,RI,71,200,L,R,Los Angeles Dodgers,,
8,25,252,"$162,700.00",,$0.00,687792,Davidjohn,Herz,Davidjohn,Patrick,2001-01-04,P,FAYETTEVILLE,North Carolina,USA,Fayetteville,NC,USA,Terry Sanford HS,HS SR,USA,NC,74,175,R,L,Chicago Cubs,,"Herz succeeded Christian Jayne (now at East Carolina) as the quarterback and top baseball prospect at Sanford High (Fayetteville, N.C.) this spring. He has the most live arm in Tar Heel State's prep class, though there's debate as to his long-term role and whether he's signable away from a North Carolina commitment. Herz already can touch 95 mph with his fastball and popped 93s and 94s more frequently as the Draft approached. His heater has jumped about 5 mph from a year ago and could reside in the mid-90s if he continues to develop physically. He generates a lot of ugly swings with the lateral break on his low-80s slider but has yet to exhibit much feel for a changeup. While throwing across his body gives Herz some action on his pitches, it also costs him command. Some scouts look at the effort in his delivery and the length of his arm action and project him as a definite reliever. Others think he's athletic and strong enough to power through and make it as a starter."
